Expansion,ID,Name,AugType,IconURL,ItemFlags,IsLore,SlotCompat,ClassList,AC,HP,MANA,END,ATK,HSta,HStr,HWis,HInt,HDex,HAgi,HCha,SVFire,SVCold,SVMagic,SVPoison,SVDisease,EquipRestrictions,FocusEffectName,FocusEffectDesc,RequiredLevel
LDON,41019,Flawed Blue Jewel of Nimbleness,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/945.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,41020,Flawless Blue Jewel of Nimbleness,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/945.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,41021,Ancient Blue Jewel of Nimbleness,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/954.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,41027,Flawless Yellow Sphere of Fortitude,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/953.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,41034,Flawless Gray Gemstone of Knowledge,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/1442.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,41048,Flawless Teal Crystal of Enticement,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/1429.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,41049,Ancient Teal Crystal of Enticement,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/1429.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,41056,Immaculate Pearl of Magical Warding,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/953.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,,,
LDON,41062,Pristine Ruby of Fiery Warding,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/1436.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,,
LDON,41063,Immaculate Ruby of Fiery Warding,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/966.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,,,,
LDON,41069,Pristine Diamond of Chilling Protection,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/966.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,,
LDON,41076,Pristine Opal of Illness Warding,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/1433.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,
LDON,41102,Pristine Garnet of Constitution,7,https://dlil5rqe0ybd2.cloudfront.net/1430.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,41108,Pristine Sapphire of Insight,7,https://dlil5rqe0ybd2.cloudfront.net/1439.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42001,Gypsum Flake of Improvement,2,https://dlil5rqe0ybd2.cloudfront.net/959.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42002,Crushed Crypt Stone of Genius,2,https://dlil5rqe0ybd2.cloudfront.net/1431.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42003,Cold Slimestone Fragment,4,https://dlil5rqe0ybd2.cloudfront.net/1435.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weapons Only,,,
LDON,42005,Brittle Slate of Keenness,3,https://dlil5rqe0ybd2.cloudfront.net/952.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"Head, Arms, Wrist, Hands, Chest, Legs, Feet",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Spell Haste I,1: Increase Spell Haste by 15%,
LDON,42006,Crumbling Crypt Stone of Power,2,https://dlil5rqe0ybd2.cloudfront.net/1431.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42007,Microcline Shard of Knowledge,2,https://dlil5rqe0ybd2.cloudfront.net/954.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,
LDON,42008,Permafrost Chunk of Resilience,4,https://dlil5rqe0ybd2.cloudfront.net/1443.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weapons Only,,,
LDON,42010,Refined Ore of Nimbleness,3,https://dlil5rqe0ybd2.cloudfront.net/1441.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"Head, Waist",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42011,Microcline Shard of Quickness,2,https://dlil5rqe0ybd2.cloudfront.net/1442.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,
LDON,42012,Black Diamond of Deception,2,https://dlil5rqe0ybd2.cloudfront.net/767.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42013,Warm Emerald Shard,4,https://dlil5rqe0ybd2.cloudfront.net/958.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weapons Only,,,
LDON,42015,Crumbled Gravestone of Renewal,3,https://dlil5rqe0ybd2.cloudfront.net/1431.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"Head, Face, Ear, Neck, Shoulders, Back, Fingers, Waist",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42016,Icy Bone Chip of the Elements,2,https://dlil5rqe0ybd2.cloudfront.net/804.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,,,,
LDON,42017,Colorless Crystal of Prevention,2,https://dlil5rqe0ybd2.cloudfront.net/968.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,
LDON,42018,Burning Flake of Pyrite,5,https://dlil5rqe0ybd2.cloudfront.net/1443.png,"['NO TRADE', 'PRESTIGE']",False,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weapons Only,,,
LDON,42020,Broken Limestone of Focus,3,https://dlil5rqe0ybd2.cloudfront.net/1429.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"Head, Arms, Wrist, Hands, Chest, Legs, Feet",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Spell Haste II,1: Increase Spell Haste by 15%,
LDON,42021,Brittle Ruby Fragment of Brawn,2,https://dlil5rqe0ybd2.cloudfront.net/964.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42022,Prismatic Crystal of Intellect,2,https://dlil5rqe0ybd2.cloudfront.net/959.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,
LDON,42023,Black Diamond of Preservation,5,https://dlil5rqe0ybd2.cloudfront.net/767.png,"['NO TRADE', 'PRESTIGE']",False,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weapons Only,,,
LDON,42025,Crushed Ice Fragment of Visions,3,https://dlil5rqe0ybd2.cloudfront.net/968.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42026,Limonite Orb of Attack,2,https://dlil5rqe0ybd2.cloudfront.net/1434.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42027,Broken Crypt Stone of Fortitude,2,https://dlil5rqe0ybd2.cloudfront.net/1431.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42028,Poison-Covered Slimestone,5,https://dlil5rqe0ybd2.cloudfront.net/1435.png,"['NO TRADE', 'PRESTIGE']",False,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weapons Only,,,
LDON,42030,Jagged Slate of Battle Prowess,3,https://dlil5rqe0ybd2.cloudfront.net/952.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"Head, Back, Waist",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42031,Burning Crypt Stone Fragment,2,https://dlil5rqe0ybd2.cloudfront.net/1431.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,,
LDON,42032,Yellow Microcline Shard of Vigor,2,https://dlil5rqe0ybd2.cloudfront.net/1440.png,"['NO TRADE', 'PRESTIGE']",False,"Head, Arms, Wrist, Hands, Chest, Legs, Feet",['All'],0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42033,Glowing Permafrost,4,https://dlil5rqe0ybd2.cloudfront.net/1443.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weapons Only,,,40.0
LDON,42035,Refined Ore of Regeneration,3,https://dlil5rqe0ybd2.cloudfront.net/1441.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42036,Green Microcline Shard of Health,2,https://dlil5rqe0ybd2.cloudfront.net/957.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,,
LDON,42037,Black Diamond of Advantage,2,https://dlil5rqe0ybd2.cloudfront.net/767.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,
LDON,42038,Enhanced Emerald of Destruction,5,https://dlil5rqe0ybd2.cloudfront.net/958.png,"['NO TRADE', 'PRESTIGE']",False,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1H Weapons Only,,,
LDON,42039,Loose Coal of Guarding,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/956.png,"['NO TRADE', 'PRESTIGE']",False,"Face, Neck, Shoulders, Back, Waist","['NEC', ' WIZ', ' MAG', ' ENC']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42040,Worn Gravestone of Awareness,3,https://dlil5rqe0ybd2.cloudfront.net/1431.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42041,Black Diamond of Knowledge,2,https://dlil5rqe0ybd2.cloudfront.net/767.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42042,Raw Ruby Shard of the Arcane,2,https://dlil5rqe0ybd2.cloudfront.net/964.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,,,
LDON,42043,Blazing Flecked Crystal,5,https://dlil5rqe0ybd2.cloudfront.net/1443.png,"['NO TRADE', 'PRESTIGE']",False,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1H Weapons Only,,,
LDON,42044,Plain Blood Ruby of Defense,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/1436.png,"['NO TRADE', 'PRESTIGE']",False,"Face, Neck, Shoulders, Back, Waist","['DRU', ' MNK', ' BST']",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42045,Cracked Limestone of Aggression,3,https://dlil5rqe0ybd2.cloudfront.net/1429.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"Head, Arms, Wrist, Hands, Chest, Legs, Feet",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Improved Damage II,"1: Increase Spell Damage by 1% to 20% (v124, Before DoT Crit, After DD Crit)",
LDON,42046,Flawed Ruby Shard of Victory,2,https://dlil5rqe0ybd2.cloudfront.net/964.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42047,Opaque Crystal of Deftness,2,https://dlil5rqe0ybd2.cloudfront.net/944.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42048,Glowing Black Diamond,5,https://dlil5rqe0ybd2.cloudfront.net/767.png,"['NO TRADE', 'PRESTIGE']",False,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weapons Only,,,
LDON,42049,Spore-Covered Pebble of Warding,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/1435.png,"['NO TRADE', 'PRESTIGE']",False,"Face, Neck, Shoulders, Back, Waist","['RNG', ' ROG', ' SHM', ' BER']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42050,Eternal Ice of Avoidance,3,https://dlil5rqe0ybd2.cloudfront.net/968.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42051,Notched Shard of Lost Spirits,2,https://dlil5rqe0ybd2.cloudfront.net/968.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42052,Corroded Crypt Stone of Protection,2,https://dlil5rqe0ybd2.cloudfront.net/1431.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,
LDON,42053,Cracked Slimestone of Guarding,4,https://dlil5rqe0ybd2.cloudfront.net/1435.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weapons Only,,,
LDON,42054,Jagged Marble Sphere of Protection,1 2 4 5 6 7 8 9 10 11 12,https://dlil5rqe0ybd2.cloudfront.net/1327.png,"['NO TRADE', 'PRESTIGE']",False,"Face, Neck, Shoulders, Back, Waist","['WAR', ' CLR', ' PAL', ' SHD', ' BRD']",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42055,Cracked Sandstone of Health,3,https://dlil5rqe0ybd2.cloudfront.net/969.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42056,Crypt Stone of Mind Enhancement,2,https://dlil5rqe0ybd2.cloudfront.net/1431.png,"['NO TRADE', 'PRESTIGE']",False,"Head, Arms, Wrist, Hands, Chest, Legs, Feet",['All'],0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42057,Robust Blue-Flecked Quartz Shard,2,https://dlil5rqe0ybd2.cloudfront.net/966.png,"['NO TRADE', 'PRESTIGE']",False,"Head, Arms, Wrist, Hands, Chest, Legs, Feet",['All'],0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42058,Lethal Permafrost Chunk,5,https://dlil5rqe0ybd2.cloudfront.net/1443.png,"['NO TRADE', 'PRESTIGE']",False,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1H Weapons Only,,,
LDON,42060,Diffused Ore of Rapidity,3,https://dlil5rqe0ybd2.cloudfront.net/1441.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"Head, Back, Range, Waist",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42061,Uneven Quartz of Sturdiness,2,https://dlil5rqe0ybd2.cloudfront.net/947.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42062,Crushed Frozen Shard of Brilliance,2,https://dlil5rqe0ybd2.cloudfront.net/968.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42063,Raw Emerald Shard of Malevolence,5,https://dlil5rqe0ybd2.cloudfront.net/958.png,"['NO TRADE', 'PRESTIGE']",False,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weapons Only,,,
LDON,42065,Gravestone of Dire Melodies,3,https://dlil5rqe0ybd2.cloudfront.net/1431.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"All except Charm, Ammo",['BRD'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Wind Resonance 6,1: Increase Base Spell Effectiveness by 60%,
LDON,42066,Cracked Icy Shard of Research,2,https://dlil5rqe0ybd2.cloudfront.net/968.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42067,Fractured Ruby Shard of Wellness,2,https://dlil5rqe0ybd2.cloudfront.net/964.png,"['NO TRADE', 'PRESTIGE']",False,"Face, Neck, Shoulders, Back, Range, Waist",['All'],0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,,,,
LDON,42068,Cobalt Crystal of Affliction,4,https://dlil5rqe0ybd2.cloudfront.net/1443.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weapons Only,,,50.0
LDON,42070,Scarred Limestone of Vengeance,3,https://dlil5rqe0ybd2.cloudfront.net/1429.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"All except Charm, Ammo",['All'],0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42071,Dusty Ruby Shard of Prowess,2,https://dlil5rqe0ybd2.cloudfront.net/964.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42072,Sharp Crystal of Learning,2,https://dlil5rqe0ybd2.cloudfront.net/950.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42073,Black Diamond of Crippling,5,https://dlil5rqe0ybd2.cloudfront.net/767.png,"['NO TRADE', 'PRESTIGE']",False,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weapons Only,,,
LDON,42075,Eternal Ice of Reconstruction,3,https://dlil5rqe0ybd2.cloudfront.net/968.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42076,Cylindrical Shard of Acuity,2,https://dlil5rqe0ybd2.cloudfront.net/948.png,"['NO TRADE', 'PRESTIGE']",False,"Head, Arms, Wrist, Hands, Chest, Legs, Feet",['All'],0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42077,Thick Soil of Vitality,2,https://dlil5rqe0ybd2.cloudfront.net/1438.png,"['NO TRADE', 'PRESTIGE']",False,"Head, Arms, Wrist, Hands, Chest, Legs, Feet",['All'],0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42078,Venom-Coated Slimestone,6,https://dlil5rqe0ybd2.cloudfront.net/1435.png,"['NO TRADE', 'PRESTIGE']",False,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1H Weapons Only,,,
LDON,42080,Grainy Sandstone of Clarity,3,https://dlil5rqe0ybd2.cloudfront.net/969.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42081,Putrid Soil of Essence,2,https://dlil5rqe0ybd2.cloudfront.net/1438.png,"['NO TRADE', 'PRESTIGE']",False,"Face, Ear, Neck, Shoulders, Back, Range, Primary, Secondary, Fingers, Waist",['All'],0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42082,Quartz Shard of Force,2,https://dlil5rqe0ybd2.cloudfront.net/1440.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
LDON,42083,Jagged Permafrost Chunk,4,https://dlil5rqe0ybd2.cloudfront.net/1443.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"Range, Primary, Secondary",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weapons Only,,,
LDON,42085,Jagged Ore of Foresight,3,https://dlil5rqe0ybd2.cloudfront.net/1441.png,"['LORE', 'NO TRADE', 'PRESTIGE']",True,"Head, Arms, Wrist, Hands, Chest, Legs, Feet",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Extended Range III,1: Increase Spell Range by 15%,
LDON,42086,Cold Quartz of Resilience,2,https://dlil5rqe0ybd2.cloudfront.net/957.png,"['NO TRADE', 'PRESTIGE']",False,"All except Charm, Ammo",['All'],0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,,,,
